,Unnamed: 0,county,demographic_category,demographic_value,est_population,est_age_5plus_pop,partially_vaccinated,total_partially_vaccinated,fully_vaccinated,cumulative_fully_vaccinated,at_least_one_dose,cumulative_at_least_one_dose,cumulative_unvax_total_pop,cumulative_unvax_12plus_pop,cumulative_unvax_5plus_pop,cumulative_booster_recip_count,date,bivalent_booster_recip_count,cumulative_bivalent_booster_recip_count,bivalent_booster_eligible_population,administered_year,up_to_date_count,cumulative_up_to_date_count
36,36,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4442.0,354440.0,5694.0,3124907.0,4954.0,3479347.0,929096.0,929096.0,929096.0,40338.0,2021-09-30T00:00:00.000,,,,,,
37,37,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4627.0,353655.0,5919.0,3130826.0,5134.0,3484481.0,923962.0,923962.0,923962.0,46200.0,2021-10-01T00:00:00.000,,,,,,
38,38,Los Angeles,Age Group,18-49,4408443.0,4408443.0,2820.0,353281.0,3452.0,3134278.0,3078.0,3487559.0,920884.0,920884.0,920884.0,48318.0,2021-10-02T00:00:00.000,,,,,,
39,39,Los Angeles,Age Group,18-49,4408443.0,4408443.0,1582.0,353015.0,1924.0,3136202.0,1658.0,3489217.0,919226.0,919226.0,919226.0,49373.0,2021-10-03T00:00:00.000,,,,,,
40,40,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4051.0,353144.0,4303.0,3140505.0,4432.0,3493649.0,914794.0,914794.0,914794.0,52812.0,2021-10-04T00:00:00.000,,,,,,
41,41,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3780.0,353145.0,4193.0,3144698.0,4194.0,3497843.0,910600.0,910600.0,910600.0,56549.0,2021-10-05T00:00:00.000,,,,,,
42,42,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4116.0,353420.0,4257.0,3148955.0,4532.0,3502375.0,906068.0,906068.0,906068.0,60153.0,2021-10-06T00:00:00.000,,,,,,
43,43,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4744.0,354157.0,4492.0,3153447.0,5229.0,3507604.0,900839.0,900839.0,900839.0,64442.0,2021-10-07T00:00:00.000,,,,,,
44,44,Los Angeles,Age Group,18-49,4408443.0,4408443.0,5946.0,355241.0,5470.0,3158917.0,6554.0,3514158.0,894285.0,894285.0,894285.0,70569.0,2021-10-08T00:00:00.000,,,,,,
45,45,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3412.0,355766.0,3176.0,3162093.0,3701.0,3517859.0,890584.0,890584.0,890584.0,73011.0,2021-10-09T00:00:00.000,,,,,,
46,46,Los Angeles,Age Group,18-49,4408443.0,4408443.0,2016.0,355939.0,1961.0,3164054.0,2134.0,3519993.0,888450.0,888450.0,888450.0,74182.0,2021-10-10T00:00:00.000,,,,,,
47,47,Los Angeles,Age Group,18-49,4408443.0,4408443.0,5284.0,357171.0,4507.0,3168561.0,5739.0,3525732.0,882711.0,882711.0,882711.0,77537.0,2021-10-11T00:00:00.000,,,,,,
48,48,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4500.0,357756.0,4440.0,3173001.0,5025.0,3530757.0,877686.0,877686.0,877686.0,80855.0,2021-10-12T00:00:00.000,,,,,,
49,49,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4109.0,358165.0,4255.0,3177256.0,4664.0,3535421.0,873022.0,873022.0,873022.0,84138.0,2021-10-13T00:00:00.000,,,,,,
50,50,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3984.0,358587.0,4071.0,3181327.0,4493.0,3539914.0,868529.0,868529.0,868529.0,87625.0,2021-10-14T00:00:00.000,,,,,,
51,51,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4891.0,359045.0,4998.0,3186325.0,5456.0,3545370.0,863073.0,863073.0,863073.0,93424.0,2021-10-15T00:00:00.000,,,,,,
52,52,Los Angeles,Age Group,18-49,4408443.0,4408443.0,2731.0,359313.0,2729.0,3189054.0,2997.0,3548367.0,860076.0,860076.0,860076.0,95985.0,2021-10-16T00:00:00.000,,,,,,
53,53,Los Angeles,Age Group,18-49,4408443.0,4408443.0,1691.0,359599.0,1471.0,3190525.0,1757.0,3550124.0,858319.0,858319.0,858319.0,97294.0,2021-10-17T00:00:00.000,,,,,,
54,54,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4099.0,359610.0,4570.0,3195095.0,4581.0,3554705.0,853738.0,853738.0,853738.0,100678.0,2021-10-18T00:00:00.000,,,,,,
55,55,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3250.0,359309.0,4017.0,3199112.0,3716.0,3558421.0,850022.0,850022.0,850022.0,104154.0,2021-10-19T00:00:00.000,,,,,,
56,56,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3266.0,359104.0,3898.0,3203010.0,3693.0,3562114.0,846329.0,846329.0,846329.0,107393.0,2021-10-20T00:00:00.000,,,,,,
57,57,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3241.0,358808.0,4012.0,3207022.0,3716.0,3565830.0,842613.0,842613.0,842613.0,111100.0,2021-10-21T00:00:00.000,,,,,,
58,58,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3759.0,358382.0,4732.0,3211754.0,4306.0,3570136.0,838307.0,838307.0,838307.0,118603.0,2021-10-22T00:00:00.000,,,,,,
59,59,Los Angeles,Age Group,18-49,4408443.0,4408443.0,2139.0,358071.0,2733.0,3214487.0,2422.0,3572558.0,835885.0,835885.0,835885.0,123163.0,2021-10-23T00:00:00.000,,,,,,
60,60,Los Angeles,Age Group,18-49,4408443.0,4408443.0,1251.0,358081.0,1329.0,3215816.0,1339.0,3573897.0,834546.0,834546.0,834546.0,125749.0,2021-10-24T00:00:00.000,,,,,,
61,61,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3594.0,357942.0,4226.0,3220042.0,4087.0,3577984.0,830459.0,830459.0,830459.0,133170.0,2021-10-25T00:00:00.000,,,,,,
62,62,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3258.0,357835.0,3891.0,3223933.0,3784.0,3581768.0,826675.0,826675.0,826675.0,140401.0,2021-10-26T00:00:00.000,,,,,,
63,63,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3370.0,357612.0,4142.0,3228075.0,3919.0,3585687.0,822756.0,822756.0,822756.0,147931.0,2021-10-27T00:00:00.000,,,,,,
64,64,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3122.0,356711.0,4531.0,3232606.0,3630.0,3589317.0,819126.0,819126.0,819126.0,155662.0,2021-10-28T00:00:00.000,,,,,,
65,65,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3615.0,355723.0,5130.0,3237736.0,4142.0,3593459.0,814984.0,814984.0,814984.0,167122.0,2021-10-29T00:00:00.000,,,,,,
66,66,Los Angeles,Age Group,18-49,4408443.0,4408443.0,2066.0,355291.0,2772.0,3240508.0,2340.0,3595799.0,812644.0,812644.0,812644.0,172504.0,2021-10-30T00:00:00.000,,,,,,
67,67,Los Angeles,Age Group,18-49,4408443.0,4408443.0,1185.0,354902.0,1702.0,3242210.0,1313.0,3597112.0,811331.0,811331.0,811331.0,175278.0,2021-10-31T00:00:00.000,,,,,,
68,68,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3733.0,354014.0,5253.0,3247463.0,4365.0,3601477.0,806966.0,806966.0,806966.0,184085.0,2021-11-01T00:00:00.000,,,,,,
69,69,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3640.0,353542.0,4680.0,3252143.0,4208.0,3605685.0,802758.0,802758.0,802758.0,193269.0,2021-11-02T00:00:00.000,,,,,,
70,70,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3779.0,353402.0,4594.0,3256737.0,4454.0,3610139.0,798304.0,798304.0,798304.0,202366.0,2021-11-03T00:00:00.000,,,,,,
71,71,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3707.0,353092.0,4607.0,3261344.0,4297.0,3614436.0,794007.0,794007.0,794007.0,213081.0,2021-11-04T00:00:00.000,,,,,,
72,72,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4446.0,352501.0,5776.0,3267120.0,5185.0,3619621.0,788822.0,788822.0,788822.0,228594.0,2021-11-05T00:00:00.000,,,,,,
73,73,Los Angeles,Age Group,18-49,4408443.0,4408443.0,2176.0,352025.0,3009.0,3270129.0,2533.0,3622154.0,786289.0,786289.0,786289.0,236137.0,2021-11-06T00:00:00.000,,,,,,
74,74,Los Angeles,Age Group,18-49,4408443.0,4408443.0,1228.0,351692.0,1729.0,3271858.0,1396.0,3623550.0,784893.0,784893.0,784893.0,239996.0,2021-11-07T00:00:00.000,,,,,,
75,75,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4261.0,351691.0,4912.0,3276770.0,4911.0,3628461.0,779982.0,779982.0,779982.0,250016.0,2021-11-08T00:00:00.000,,,,,,
76,76,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4545.0,352490.0,4342.0,3281112.0,5141.0,3633602.0,774841.0,774841.0,774841.0,261293.0,2021-11-09T00:00:00.000,,,,,,
77,77,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4199.0,353218.0,4028.0,3285140.0,4756.0,3638358.0,770085.0,770085.0,770085.0,273202.0,2021-11-10T00:00:00.000,,,,,,
78,78,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3718.0,353666.0,3732.0,3288872.0,4180.0,3642538.0,765905.0,765905.0,765905.0,284867.0,2021-11-11T00:00:00.000,,,,,,
79,79,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4442.0,353998.0,4605.0,3293477.0,4937.0,3647475.0,760968.0,760968.0,760968.0,301507.0,2021-11-12T00:00:00.000,,,,,,
80,80,Los Angeles,Age Group,18-49,4408443.0,4408443.0,2568.0,354345.0,2460.0,3295937.0,2807.0,3650282.0,758161.0,758161.0,758161.0,310617.0,2021-11-13T00:00:00.000,,,,,,
81,81,Los Angeles,Age Group,18-49,4408443.0,4408443.0,1378.0,354517.0,1312.0,3297249.0,1484.0,3651766.0,756677.0,756677.0,756677.0,315708.0,2021-11-14T00:00:00.000,,,,,,
82,82,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3891.0,354764.0,4142.0,3301391.0,4389.0,3656155.0,752288.0,752288.0,752288.0,328312.0,2021-11-15T00:00:00.000,,,,,,
83,83,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4046.0,355326.0,3946.0,3305337.0,4508.0,3660663.0,747780.0,747780.0,747780.0,342628.0,2021-11-16T00:00:00.000,,,,,,
84,84,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3862.0,355863.0,3772.0,3309109.0,4309.0,3664972.0,743471.0,743471.0,743471.0,357060.0,2021-11-17T00:00:00.000,,,,,,
85,85,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3777.0,356363.0,3668.0,3312777.0,4168.0,3669140.0,739303.0,739303.0,739303.0,372921.0,2021-11-18T00:00:00.000,,,,,,
86,86,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4119.0,356993.0,3936.0,3316713.0,4566.0,3673706.0,734737.0,734737.0,734737.0,394220.0,2021-11-19T00:00:00.000,,,,,,
87,87,Los Angeles,Age Group,18-49,4408443.0,4408443.0,2504.0,357587.0,2316.0,3319029.0,2910.0,3676616.0,731827.0,731827.0,731827.0,407072.0,2021-11-20T00:00:00.000,,,,,,
88,88,Los Angeles,Age Group,18-49,4408443.0,4408443.0,1312.0,357750.0,1232.0,3320261.0,1395.0,3678011.0,730432.0,730432.0,730432.0,413109.0,2021-11-21T00:00:00.000,,,,,,
89,89,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3666.0,357943.0,3891.0,3324152.0,4084.0,3682095.0,726348.0,726348.0,726348.0,432260.0,2021-11-22T00:00:00.000,,,,,,
90,90,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3660.0,358251.0,3770.0,3327922.0,4078.0,3686173.0,722270.0,722270.0,722270.0,451440.0,2021-11-23T00:00:00.000,,,,,,
91,91,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3552.0,358730.0,3479.0,3331401.0,3958.0,3690131.0,718312.0,718312.0,718312.0,467971.0,2021-11-24T00:00:00.000,,,,,,
92,92,Los Angeles,Age Group,18-49,4408443.0,4408443.0,130.0,358670.0,200.0,3331601.0,140.0,3690271.0,718172.0,718172.0,718172.0,468392.0,2021-11-25T00:00:00.000,,,,,,
93,93,Los Angeles,Age Group,18-49,4408443.0,4408443.0,2474.0,358154.0,3200.0,3334801.0,2684.0,3692955.0,715488.0,715488.0,715488.0,482139.0,2021-11-26T00:00:00.000,,,,,,
94,94,Los Angeles,Age Group,18-49,4408443.0,4408443.0,1727.0,358065.0,1956.0,3336757.0,1867.0,3694822.0,713621.0,713621.0,713621.0,491880.0,2021-11-27T00:00:00.000,,,,,,
95,95,Los Angeles,Age Group,18-49,4408443.0,4408443.0,1165.0,358215.0,1084.0,3337841.0,1234.0,3696056.0,712387.0,712387.0,712387.0,497199.0,2021-11-28T00:00:00.000,,,,,,
96,96,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3137.0,357412.0,4364.0,3342205.0,3561.0,3699617.0,708826.0,708826.0,708826.0,511434.0,2021-11-29T00:00:00.000,,,,,,
97,97,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3557.0,357167.0,4220.0,3346425.0,3975.0,3703592.0,704851.0,704851.0,704851.0,526997.0,2021-11-30T00:00:00.000,,,,,,
98,98,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3849.0,357259.0,4149.0,3350574.0,4241.0,3707833.0,700610.0,700610.0,700610.0,546098.0,2021-12-01T00:00:00.000,,,,,,
99,99,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3868.0,357603.0,3939.0,3354513.0,4283.0,3712116.0,696327.0,696327.0,696327.0,566794.0,2021-12-02T00:00:00.000,,,,,,
100,100,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4099.0,357618.0,4566.0,3359079.0,4581.0,3716697.0,691746.0,691746.0,691746.0,593430.0,2021-12-03T00:00:00.000,,,,,,
101,101,Los Angeles,Age Group,18-49,4408443.0,4408443.0,2340.0,357668.0,2531.0,3361610.0,2581.0,3719278.0,689165.0,689165.0,689165.0,608610.0,2021-12-04T00:00:00.000,,,,,,
102,102,Los Angeles,Age Group,18-49,4408443.0,4408443.0,1236.0,357766.0,1234.0,3362844.0,1332.0,3720610.0,687833.0,687833.0,687833.0,615675.0,2021-12-05T00:00:00.000,,,,,,
103,103,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3969.0,358009.0,4107.0,3366951.0,4350.0,3724960.0,683483.0,683483.0,683483.0,636079.0,2021-12-06T00:00:00.000,,,,,,
104,104,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4068.0,358172.0,4334.0,3371285.0,4497.0,3729457.0,678986.0,678986.0,678986.0,657206.0,2021-12-07T00:00:00.000,,,,,,
105,105,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3688.0,358260.0,3959.0,3375244.0,4047.0,3733504.0,674939.0,674939.0,674939.0,677630.0,2021-12-08T00:00:00.000,,,,,,
106,106,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3828.0,358607.0,3849.0,3379093.0,4196.0,3737700.0,670743.0,670743.0,670743.0,698828.0,2021-12-09T00:00:00.000,,,,,,
107,107,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3741.0,358576.0,4154.0,3383247.0,4123.0,3741823.0,666620.0,666620.0,666620.0,723876.0,2021-12-10T00:00:00.000,,,,,,
108,108,Los Angeles,Age Group,18-49,4408443.0,4408443.0,2393.0,358899.0,2264.0,3385511.0,2587.0,3744410.0,664033.0,664033.0,664033.0,738147.0,2021-12-11T00:00:00.000,,,,,,
109,109,Los Angeles,Age Group,18-49,4408443.0,4408443.0,1137.0,359023.0,1093.0,3386604.0,1217.0,3745627.0,662816.0,662816.0,662816.0,744612.0,2021-12-12T00:00:00.000,,,,,,
110,110,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3450.0,359463.0,3302.0,3389906.0,3742.0,3749369.0,659074.0,659074.0,659074.0,765100.0,2021-12-13T00:00:00.000,,,,,,
111,111,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3513.0,359940.0,3382.0,3393288.0,3859.0,3753228.0,655215.0,655215.0,655215.0,785014.0,2021-12-14T00:00:00.000,,,,,,
112,112,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3608.0,360486.0,3406.0,3396694.0,3952.0,3757180.0,651263.0,651263.0,651263.0,805451.0,2021-12-15T00:00:00.000,,,,,,
113,113,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3555.0,361750.0,2607.0,3399301.0,3871.0,3761051.0,647392.0,647392.0,647392.0,827396.0,2021-12-16T00:00:00.000,,,,,,
114,114,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3856.0,362804.0,3119.0,3402420.0,4173.0,3765224.0,643219.0,643219.0,643219.0,852556.0,2021-12-17T00:00:00.000,,,,,,
115,115,Los Angeles,Age Group,18-49,4408443.0,4408443.0,2389.0,363327.0,2001.0,3404421.0,2524.0,3767748.0,640695.0,640695.0,640695.0,867130.0,2021-12-18T00:00:00.000,,,,,,
116,116,Los Angeles,Age Group,18-49,4408443.0,4408443.0,1352.0,363739.0,991.0,3405412.0,1403.0,3769151.0,639292.0,639292.0,639292.0,875288.0,2021-12-19T00:00:00.000,,,,,,
117,117,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4141.0,364866.0,3302.0,3408714.0,4429.0,3773580.0,634863.0,634863.0,634863.0,901543.0,2021-12-20T00:00:00.000,,,,,,
118,118,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4102.0,365756.0,3456.0,3412170.0,4346.0,3777926.0,630517.0,630517.0,630517.0,928823.0,2021-12-21T00:00:00.000,,,,,,
119,119,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4181.0,366711.0,3511.0,3415681.0,4466.0,3782392.0,626051.0,626051.0,626051.0,955957.0,2021-12-22T00:00:00.000,,,,,,
120,120,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3770.0,367931.0,2737.0,3418418.0,3957.0,3786349.0,622094.0,622094.0,622094.0,979380.0,2021-12-23T00:00:00.000,,,,,,
121,121,Los Angeles,Age Group,18-49,4408443.0,4408443.0,895.0,368033.0,855.0,3419273.0,957.0,3787306.0,621137.0,621137.0,621137.0,984205.0,2021-12-24T00:00:00.000,,,,,,
122,122,Los Angeles,Age Group,18-49,4408443.0,4408443.0,34.0,368047.0,20.0,3419293.0,34.0,3787340.0,621103.0,621103.0,621103.0,984310.0,2021-12-25T00:00:00.000,,,,,,
123,123,Los Angeles,Age Group,18-49,4408443.0,4408443.0,1175.0,368183.0,1082.0,3420375.0,1218.0,3788558.0,619885.0,619885.0,619885.0,990543.0,2021-12-26T00:00:00.000,,,,,,
124,124,Los Angeles,Age Group,18-49,4408443.0,4408443.0,3879.0,368817.0,3430.0,3423805.0,4064.0,3792622.0,615821.0,615821.0,615821.0,1014418.0,2021-12-27T00:00:00.000,,,,,,
125,125,Los Angeles,Age Group,18-49,4408443.0,4408443.0,4158.0,369611.0,3556.0,3427361.0,4350.0,3796972.0,611471.0,611471.0,611471.0,1040579.0,2021-12-28T00:00:00.000,,,,,,
